state,year,month,nothing,D0,D1,D2,D3,D4
AZ,04,01,0.0,100.0,87.8,63.6,38.6,2.4
AZ,04,02,0.0,100.0,84.7,67.5,37.5,2.6
AZ,04,03,0.0,100.0,89.0,70.7,44.7,1.3
AZ,04,04,0.0,100.0,88.3,72.1,47.9,0.0
AZ,04,05,0.0,100.0,88.8,73.7,50.8,0.0
AZ,04,06,0.0,100.0,90.5,74.7,51.2,0.0
AZ,04,07,0.0,100.0,90.5,75.9,52.6,0.0
AZ,04,08,0.0,100.0,90.4,79.9,57.1,0.0
AZ,04,09,0.0,100.0,90.9,82.2,47.9,0.0
AZ,04,10,0.0,100.0,91.1,82.3,36.6,0.0
AZ,04,11,0.0,100.0,93.0,67.2,25.2,0.0
AZ,04,12,0.0,100.0,94.1,61.0,23.1,0.0
AZ,05,01,0.2,99.8,85.6,42.7,12.8,0.0
AZ,05,02,5.3,94.7,62.6,24.4,5.9,0.0
AZ,05,03,26.8,73.2,38.0,5.9,0.0,0.0
AZ,05,04,38.2,61.8,24.5,3.6,0.0,0.0
AZ,05,05,45.8,54.2,10.0,1.2,0.0,0.0
AZ,05,06,45.5,54.5,19.5,0.0,0.0,0.0
AZ,05,07,38.6,61.4,21.5,0.0,0.0,0.0
AZ,05,08,49.7,50.3,17.2,0.0,0.0,0.0
AZ,05,09,65.8,34.2,11.7,0.0,0.0,0.0
AZ,05,10,54.1,45.9,11.3,0.0,0.0,0.0
AZ,05,11,50.0,50.0,11.2,0.0,0.0,0.0
AZ,05,12,28.9,71.1,18.0,0.0,0.0,0.0
AZ,06,01,2.9,97.1,57.1,21.7,1.6,0.0
AZ,06,02,0.0,100.0,85.8,67.5,32.4,0.0
AZ,06,03,0.0,100.0,91.6,76.5,32.2,0.0
AZ,06,04,0.0,100.0,92.7,76.3,26.6,0.0
AZ,06,05,0.0,100.0,93.3,78.7,46.4,13.6
AZ,06,06,0.0,100.0,97.2,84.3,51.2,15.0
AZ,06,07,0.0,100.0,95.6,78.5,46.0,8.3
AZ,06,08,1.0,99.0,90.9,55.7,15.7,0.3
AZ,06,09,3.4,96.6,81.6,35.4,8.8,0.0
AZ,06,10,6.1,93.9,69.5,23.9,3.9,0.0
AZ,06,11,6.1,93.9,67.9,22.8,3.0,0.0
AZ,06,12,2.3,97.7,74.9,22.8,3.0,0.0
AZ,07,01,3.6,96.4,77.8,30.6,1.8,0.0
AZ,07,02,4.9,95.1,77.2,50.0,0.0,0.0
AZ,07,03,1.3,98.7,86.7,65.7,16.3,0.0
AZ,07,04,0.0,100.0,89.2,72.9,21.8,0.0
AZ,07,05,0.0,100.0,89.4,74.2,22.0,0.0
AZ,07,06,0.0,100.0,89.1,74.2,23.1,0.0
AZ,07,07,0.0,100.0,89.1,76.7,28.2,0.0
AZ,07,08,6.3,93.7,78.0,51.4,27.9,0.0
AZ,07,09,11.8,88.2,66.9,48.2,27.2,0.0
AZ,07,10,12.9,87.1,63.5,40.5,27.2,0.0
AZ,07,11,7.1,92.9,67.9,41.0,27.2,0.0
AZ,07,12,20.7,79.3,50.0,30.8,0.0,0.0
AZ,08,01,33.8,66.2,39.5,19.5,0.0,0.0
AZ,08,02,60.8,39.2,17.9,0.8,0.0,0.0
AZ,08,03,62.0,38.0,17.4,0.6,0.0,0.0
AZ,08,04,43.9,56.1,21.1,0.0,0.0,0.0
AZ,08,05,11.1,88.9,23.3,0.0,0.0,0.0
AZ,08,06,43.6,56.4,21.3,0.9,0.0,0.0
AZ,08,07,61.7,38.3,12.7,0.7,0.0,0.0
AZ,08,08,83.3,16.7,2.3,0.0,0.0,0.0
AZ,08,09,83.1,16.9,3.6,0.0,0.0,0.0
AZ,08,10,75.3,24.7,1.1,0.0,0.0,0.0
AZ,08,11,53.3,46.7,1.2,0.0,0.0,0.0
AZ,08,12,47.8,52.2,1.1,0.0,0.0,0.0
AZ,09,01,62.3,37.7,1.0,0.0,0.0,0.0
AZ,09,02,71.2,28.8,0.3,0.0,0.0,0.0
AZ,09,03,62.5,37.5,1.7,0.0,0.0,0.0
AZ,09,04,35.0,65.0,8.1,0.0,0.0,0.0
AZ,09,05,22.0,78.0,21.8,0.0,0.0,0.0
AZ,09,06,35.9,64.1,6.7,0.0,0.0,0.0
AZ,09,07,45.8,54.2,0.0,0.0,0.0,0.0
AZ,09,08,10.4,89.6,12.9,0.0,0.0,0.0
AZ,09,09,2.5,97.5,54.8,0.0,0.0,0.0
AZ,09,10,0.4,99.6,83.6,42.8,0.0,0.0
AZ,09,11,0.0,100.0,90.2,62.0,1.4,0.0
AZ,09,12,0.0,100.0,97.2,72.9,5.3,0.0
AZ,10,01,1.9,98.1,90.1,65.7,6.9,0.0
AZ,10,02,14.1,85.9,54.0,14.5,0.0,0.0
AZ,10,03,28.4,71.6,28.9,8.3,0.0,0.0
AZ,10,04,39.6,60.4,14.4,2.7,0.0,0.0
AZ,10,05,53.2,46.8,14.4,2.7,0.0,0.0
AZ,10,06,61.8,38.2,14.6,2.7,0.0,0.0
AZ,10,07,34.7,65.3,20.5,4.4,0.0,0.0
AZ,10,08,40.0,60.0,14.5,3.0,0.0,0.0
AZ,10,09,40.0,60.0,17.1,3.2,0.0,0.0
AZ,10,10,42.7,57.3,9.8,2.4,0.0,0.0
AZ,10,11,51.1,48.9,5.4,0.0,0.0,0.0
AZ,10,12,10.7,89.3,25.4,0.0,0.0,0.0
AZ,11,01,39.6,60.4,32.1,1.0,0.0,0.0
AZ,11,02,29.4,70.6,38.7,12.6,0.0,0.0
AZ,11,03,28.1,71.9,42.2,14.6,5.7,0.0
AZ,11,04,22.7,77.3,51.4,22.1,11.8,0.0
AZ,11,05,17.3,82.7,57.3,30.4,15.6,0.0
AZ,11,06,17.5,82.5,57.6,31.5,18.3,4.5
AZ,11,07,9.4,90.6,60.7,38.1,15.4,5.0
AZ,11,08,5.9,94.1,62.8,36.8,14.3,3.0
AZ,11,09,0.0,100.0,70.4,42.7,17.2,1.7
AZ,11,10,0.9,99.1,69.0,42.8,15.2,1.3
AZ,11,11,1.5,98.5,72.2,48.6,29.9,1.1
AZ,11,12,9.1,90.9,65.8,42.7,16.2,0.1
AZ,12,01,10.9,89.1,63.0,36.6,2.8,0.0
AZ,12,02,1.5,98.5,85.1,35.9,0.7,0.0
AZ,12,03,0.4,99.6,92.8,57.4,7.4,0.0
AZ,12,04,0.0,100.0,94.9,64.1,13.5,0.0
AZ,12,05,0.0,100.0,96.1,73.8,16.3,0.0
AZ,12,06,0.0,100.0,98.0,88.3,20.6,0.0
AZ,12,07,0.0,100.0,100.0,94.0,25.6,0.0
AZ,12,08,0.0,100.0,100.0,75.2,17.6,0.0
AZ,12,09,0.0,100.0,100.0,34.6,6.3,0.0
AZ,12,10,0.0,100.0,99.2,32.1,5.7,0.0
AZ,12,11,0.0,100.0,98.7,36.3,6.3,0.0
AZ,12,12,0.0,100.0,98.3,39.6,8.5,0.0
AZ,13,01,0.0,100.0,96.0,36.9,8.3,0.0
AZ,13,02,0.0,100.0,85.6,30.4,3.2,0.0
AZ,13,03,2.3,97.7,80.9,29.8,2.0,0.0
AZ,13,04,2.3,97.7,82.9,47.8,8.7,0.0
AZ,13,05,0.0,100.0,86.7,69.9,18.9,0.0
AZ,13,06,0.0,100.0,92.5,72.9,21.3,0.0
AZ,13,07,0.0,100.0,91.0,68.3,25.4,3.0
AZ,13,08,0.0,100.0,85.8,54.5,20.4,3.0
AZ,13,09,7.8,92.2,69.8,34.9,8.2,1.0
AZ,13,10,14.9,85.1,61.9,25.3,0.0,0.0
AZ,13,11,14.9,85.1,61.4,23.0,0.0,0.0
AZ,13,12,20.7,79.3,53.6,15.7,0.0,0.0
AZ,14,01,14.1,85.9,60.3,27.5,0.0,0.0
AZ,14,02,7.2,92.8,74.7,47.5,3.5,0.0
AZ,14,03,4.6,95.4,82.7,55.9,5.2,0.0
AZ,14,04,0.0,100.0,92.3,58.7,6.1,0.0
AZ,14,05,0.0,100.0,98.2,72.5,7.7,0.0
AZ,14,06,0.0,100.0,98.2,76.3,14.5,0.0
AZ,14,07,0.0,100.0,98.0,73.1,16.9,0.0
AZ,14,08,0.0,100.0,96.1,65.4,10.0,0.0
AZ,14,09,0.0,100.0,87.1,45.3,4.4,0.0
AZ,14,10,0.0,100.0,84.6,37.8,3.8,0.0
AZ,14,11,0.0,100.0,84.9,35.3,3.8,0.0
AZ,14,12,0.0,100.0,83.8,35.3,3.8,0.0
AZ,15,01,0.0,100.0,82.7,37.1,2.8,0.0
AZ,15,02,7.1,92.9,79.2,27.8,3.9,0.0
AZ,15,03,7.1,92.9,80.2,27.3,1.0,0.0
AZ,15,04,7.0,93.0,80.2,29.5,1.0,0.0
AZ,15,05,7.0,93.0,80.2,29.4,0.0,0.0
AZ,15,06,7.0,93.0,77.7,26.0,0.0,0.0
AZ,15,07,7.0,93.0,75.5,17.1,0.0,0.0
AZ,15,08,7.0,93.0,72.9,7.6,0.0,0.0
AZ,15,09,7.7,92.3,67.9,4.8,0.0,0.0
AZ,15,10,12.4,87.6,57.4,3.0,0.0,0.0
AZ,15,11,15.7,84.3,43.8,1.5,0.0,0.0
AZ,15,12,15.1,84.9,29.9,1.3,0.0,0.0
AZ,16,01,34.3,65.7,19.6,0.3,0.0,0.0
AZ,16,02,40.0,60.0,16.1,0.0,0.0,0.0
AZ,16,03,6.9,93.1,34.0,0.6,0.0,0.0
AZ,16,04,1.0,99.0,66.8,1.2,0.0,0.0
AZ,16,05,0.1,99.9,65.2,1.2,0.0,0.0
AZ,16,06,0.4,99.6,59.4,8.0,0.0,0.0
AZ,16,07,0.3,99.7,62.6,8.2,0.0,0.0
AZ,16,08,0.1,99.9,72.2,3.3,0.0,0.0
CA,00,01,35.5,64.5,0.0,0.0,0.0,0.0
CA,00,02,65.3,34.7,0.0,0.0,0.0,0.0
CA,00,03,95.7,4.3,0.0,0.0,0.0,0.0
CA,00,04,97.5,2.5,0.0,0.0,0.0,0.0
CA,00,05,100.0,0.0,0.0,0.0,0.0,0.0
CA,00,06,100.0,0.0,0.0,0.0,0.0,0.0
CA,00,07,98.1,1.9,0.0,0.0,0.0,0.0
CA,00,08,81.6,18.4,0.5,0.0,0.0,0.0
CA,00,09,87.7,12.3,0.0,0.0,0.0,0.0
CA,00,10,89.4,10.6,0.0,0.0,0.0,0.0
CA,00,11,100.0,0.0,0.0,0.0,0.0,0.0
CA,00,12,100.0,0.0,0.0,0.0,0.0,0.0
CA,01,01,73.0,27.0,0.0,0.0,0.0,0.0
CA,01,02,67.0,33.0,2.0,0.0,0.0,0.0
CA,01,03,73.3,26.7,3.8,0.0,0.0,0.0
CA,01,04,69.2,30.8,13.9,3.4,0.6,0.0
CA,01,05,62.4,37.6,16.2,4.0,0.2,0.0
CA,01,06,48.1,51.9,25.1,12.6,0.3,0.0
CA,01,07,52.7,47.3,27.2,19.0,8.7,0.0
CA,01,08,53.2,46.8,30.6,23.3,13.7,0.0
CA,01,09,38.1,61.9,44.6,32.2,18.9,0.0
CA,01,10,31.4,68.6,47.5,33.4,18.8,0.0
CA,01,11,32.4,67.6,46.9,31.7,18.1,0.0
CA,01,12,53.0,47.0,28.5,17.3,4.4,0.0
CA,02,01,87.6,12.4,2.3,1.0,0.0,0.0
CA,02,02,59.7,40.3,0.2,0.0,0.0,0.0
CA,02,03,54.2,45.8,16.7,0.4,0.0,0.0
CA,02,04,53.6,46.4,35.3,22.1,0.1,0.0
CA,02,05,45.0,55.0,38.3,26.5,1.3,0.0
CA,02,06,15.4,84.6,46.4,30.7,7.6,0.0
CA,02,07,6.3,93.7,53.8,37.1,19.9,0.0
CA,02,08,5.0,95.0,56.4,40.1,25.1,0.0
CA,02,09,5.4,94.6,55.8,39.9,23.6,0.0
CA,02,10,1.2,98.8,67.4,39.3,23.8,0.0
CA,02,11,4.0,96.0,45.7,33.0,21.6,0.0
CA,02,12,32.5,67.5,37.6,28.1,17.3,0.0
CA,03,01,57.9,42.1,30.6,25.1,16.7,0.0
CA,03,02,52.2,47.8,34.9,23.9,11.5,0.0
CA,03,03,52.2,47.8,32.3,16.6,0.7,0.0
CA,03,04,51.5,48.5,30.9,9.9,0.1,0.0
CA,03,05,62.9,37.1,26.4,8.3,0.0,0.0
CA,03,06,63.9,36.1,25.7,8.5,0.0,0.0
CA,03,07,62.9,37.1,25.4,8.9,0.0,0.0
CA,03,08,65.2,34.8,24.6,10.9,0.0,0.0
CA,03,09,66.7,33.3,26.5,10.9,0.0,0.0
CA,03,10,32.1,67.9,29.5,10.7,0.0,0.0
CA,03,11,41.4,58.6,31.8,10.9,0.0,0.0
CA,03,12,51.1,48.9,28.6,9.5,0.0,0.0
CA,04,01,67.0,33.0,19.8,8.2,0.0,0.0
CA,04,02,68.2,31.8,17.2,7.8,0.0,0.0
CA,04,03,71.6,28.4,17.2,7.9,0.0,0.0
CA,04,04,38.6,61.4,19.3,6.0,0.0,0.0
CA,04,05,17.0,83.0,46.6,7.0,0.0,0.0
CA,04,06,17.3,82.7,50.5,7.4,0.0,0.0
CA,04,07,14.8,85.2,52.0,10.4,0.0,0.0
CA,04,08,10.5,89.5,59.0,21.3,0.0,0.0
CA,04,09,5.3,94.7,61.1,21.4,0.0,0.0
CA,04,10,10.3,89.7,54.6,17.7,0.0,0.0
CA,04,11,22.8,77.2,31.1,8.8,0.0,0.0
CA,04,12,32.9,67.1,29.2,4.2,0.0,0.0
CA,05,01,82.3,17.7,5.0,0.6,0.0,0.0
CA,05,02,89.0,11.0,2.7,0.0,0.0,0.0
CA,05,03,90.4,9.6,2.3,0.1,0.0,0.0
CA,05,04,95.6,4.4,2.4,0.0,0.0,0.0
CA,05,05,97.6,2.4,0.7,0.0,0.0,0.0
CA,05,06,98.7,1.3,0.1,0.0,0.0,0.0
CA,05,07,99.0,1.0,0.1,0.0,0.0,0.0
CA,05,08,98.9,1.1,0.1,0.0,0.0,0.0
CA,05,09,99.3,0.7,0.0,0.0,0.0,0.0
CA,05,10,99.6,0.4,0.0,0.0,0.0,0.0
CA,05,11,94.8,5.2,0.0,0.0,0.0,0.0
CA,05,12,91.9,8.1,0.0,0.0,0.0,0.0
CA,06,01,97.2,2.8,0.0,0.0,0.0,0.0
CA,06,02,83.3,16.7,0.1,0.0,0.0,0.0
CA,06,03,84.2,15.8,0.5,0.0,0.0,0.0
CA,06,04,92.8,7.2,0.2,0.0,0.0,0.0
CA,06,05,92.4,7.6,0.0,0.0,0.0,0.0
CA,06,06,92.3,7.7,0.1,0.0,0.0,0.0
CA,06,07,92.1,7.9,0.1,0.0,0.0,0.0
CA,06,08,92.6,7.4,0.1,0.0,0.0,0.0
CA,06,09,84.9,15.1,1.7,0.1,0.0,0.0
CA,06,10,84.8,15.2,0.8,0.0,0.0,0.0
CA,06,11,81.1,18.9,0.8,0.0,0.0,0.0
CA,06,12,43.6,56.4,6.2,0.0,0.0,0.0
CA,07,01,26.2,73.8,37.9,9.2,0.0,0.0
CA,07,02,18.8,81.2,57.2,28.1,0.0,0.0
CA,07,03,24.1,75.9,58.4,31.9,15.9,0.0
CA,07,04,6.3,93.7,78.8,44.8,25.0,0.0
CA,07,05,5.0,95.0,87.8,58.9,30.9,0.0
CA,07,06,1.7,98.3,92.3,65.3,34.4,0.0
CA,07,07,0.0,100.0,92.3,65.3,35.1,0.0
CA,07,08,0.0,100.0,92.4,65.3,35.2,0.0
CA,07,09,0.0,100.0,92.6,65.2,34.9,0.0
CA,07,10,3.1,96.8,89.7,63.4,33.7,0.0
CA,07,11,8.9,91.1,84.8,58.1,33.7,0.0
CA,07,12,8.9,91.1,84.8,58.0,14.5,0.0
CA,08,01,12.2,87.8,73.1,34.0,2.9,0.0
CA,08,02,24.8,75.2,36.4,13.9,0.0,0.0
CA,08,03,44.5,55.5,33.2,11.0,0.0,0.0
CA,08,04,27.5,72.5,39.2,5.9,0.0,0.0
CA,08,05,8.0,92.0,48.2,9.3,0.0,0.0
CA,08,06,2.4,97.6,76.5,13.7,0.0,0.0
CA,08,07,0.1,99.9,89.1,21.9,0.0,0.0
CA,08,08,0.0,100.0,93.1,40.5,0.0,0.0
CA,08,09,0.0,100.0,96.4,50.5,0.8,0.0
CA,08,10,0.0,100.0,94.7,55.3,0.0,0.0
CA,08,11,3.5,96.5,87.1,41.1,0.0,0.0
CA,08,12,0.4,99.6,88.9,45.5,2.9,0.0
CA,09,01,1.6,98.4,88.2,45.8,8.6,0.0
CA,09,02,3.0,97.0,77.4,52.3,17.4,0.0
CA,09,03,5.2,94.8,64.9,26.4,0.9,0.0
CA,09,04,4.4,95.6,67.8,37.2,0.0,0.0
CA,09,05,3.6,96.4,72.1,35.3,0.0,0.0
CA,09,06,2.8,97.2,72.1,44.3,0.0,0.0
CA,09,07,2.5,97.5,72.9,44.3,0.0,0.0
CA,09,08,0.4,99.6,72.9,43.2,0.0,0.0
CA,09,09,0.0,100.0,73.4,45.8,0.0,0.0
CA,09,10,4.9,95.1,67.7,31.8,0.0,0.0
CA,09,11,7.8,92.2,76.4,17.6,0.0,0.0
CA,09,12,7.0,93.0,72.9,12.4,0.0,0.0
CA,10,01,15.9,84.1,57.1,11.6,0.0,0.0
CA,10,02,54.0,46.0,12.9,3.2,0.0,0.0
CA,10,03,65.0,35.0,10.3,6.2,0.0,0.0
CA,10,04,67.8,32.1,9.9,7.1,0.0,0.0
CA,10,05,78.5,21.5,8.9,6.8,0.0,0.0
CA,10,06,87.8,12.2,8.1,2.5,0.0,0.0
CA,10,07,87.8,12.2,8.1,0.2,0.0,0.0
CA,10,08,85.4,14.6,8.1,0.2,0.0,0.0
CA,10,09,85.4,14.6,8.1,0.2,0.0,0.0
CA,10,10,87.9,12.1,6.2,0.2,0.0,0.0
CA,10,11,88.4,11.6,3.7,0.1,0.0,0.0
CA,10,12,88.0,12.0,0.8,0.0,0.0,0.0
CA,11,01,99.6,0.4,0.0,0.0,0.0,0.0
CA,11,02,88.6,11.4,0.0,0.0,0.0,0.0
CA,11,03,97.0,3.0,0.0,0.0,0.0,0.0
CA,11,04,100.0,0.0,0.0,0.0,0.0,0.0
CA,11,05,100.0,0.0,0.0,0.0,0.0,0.0
CA,11,06,96.9,3.1,0.0,0.0,0.0,0.0
CA,11,07,86.6,13.4,0.0,0.0,0.0,0.0
CA,11,08,89.4,10.6,0.0,0.0,0.0,0.0
CA,11,09,88.3,11.7,0.0,0.0,0.0,0.0
CA,11,10,89.3,10.8,0.0,0.0,0.0,0.0
CA,11,11,88.6,11.4,0.0,0.0,0.0,0.0
CA,11,12,65.6,34.4,1.4,0.0,0.0,0.0
CA,12,01,19.6,80.4,47.5,1.2,0.0,0.0
CA,12,02,7.5,92.5,64.5,5.3,0.0,0.0
CA,12,03,2.2,97.8,86.2,37.0,0.0,0.0
CA,12,04,10.0,90.0,71.0,36.1,0.0,0.0
CA,12,05,15.9,84.1,58.9,22.0,0.0,0.0
CA,12,06,15.9,84.1,59.2,22.6,0.0,0.0
CA,12,07,14.2,85.8,61.4,23.8,0.1,0.0
CA,12,08,11.5,88.5,66.6,23.2,0.5,0.0
CA,12,09,11.8,88.2,69.2,22.4,1.1,0.0
CA,12,10,7.7,92.3,68.9,20.3,1.1,0.0
CA,12,11,6.5,93.5,68.1,22.0,1.1,0.0
CA,12,12,29.0,71.0,57.4,26.1,0.1,0.0
CA,13,01,33.4,66.6,52.9,21.7,0.0,0.0
CA,13,02,21.1,79.0,47.2,24.0,0.0,0.0
CA,13,03,7.1,92.9,47.6,24.9,0.0,0.0
CA,13,04,1.7,98.3,54.6,26.7,0.0,0.0
CA,13,05,0.0,100.0,98.2,46.3,0.0,0.0
CA,13,06,0.0,100.0,98.2,66.7,0.0,0.0
CA,13,07,0.0,100.0,98.2,93.4,0.0,0.0
CA,13,08,0.0,100.0,98.2,93.9,8.5,0.0
CA,13,09,1.3,98.7,96.6,91.4,11.4,0.0
CA,13,10,2.6,97.4,96.0,84.1,11.4,0.0
CA,13,11,2.6,97.4,95.5,83.7,19.5,0.0
CA,13,12,2.6,97.4,94.2,84.0,27.6,0.0
CA,14,01,1.4,98.6,94.2,89.3,55.0,2.2
CA,14,02,0.7,99.3,94.5,90.8,67.5,15.1
CA,14,03,0.0,100.0,97.2,92.5,68.8,22.6
CA,14,04,0.0,100.0,99.9,95.5,71.9,24.0
CA,14,05,0.0,100.0,100.0,99.0,76.7,24.8
CA,14,06,0.0,100.0,100.0,100.0,76.7,28.9
CA,14,07,0.0,100.0,100.0,100.0,80.7,40.9
CA,14,08,0.0,100.0,100.0,98.2,81.9,58.4
CA,14,09,0.0,100.0,100.0,95.3,81.9,58.4
CA,14,10,0.0,100.0,100.0,95.0,81.9,58.4
CA,14,11,0.0,100.0,99.7,94.4,79.7,55.1
CA,14,12,0.0,100.0,98.9,94.4,78.6,41.4
CA,15,01,0.0,100.0,98.1,94.3,77.6,37.6
CA,15,02,0.2,99.8,98.1,93.5,70.0,40.3
CA,15,03,0.2,99.8,98.1,93.4,67.1,40.5
CA,15,04,0.1,99.9,98.1,93.4,66.6,45.5
CA,15,05,0.1,99.9,98.4,93.9,66.6,46.8
CA,15,06,0.1,99.9,98.7,94.3,70.8,46.7
CA,15,07,0.1,99.9,98.0,94.6,71.1,46.2
CA,15,08,0.1,99.9,97.3,92.9,71.1,46.0
CA,15,09,0.1,99.9,97.3,92.4,71.1,46.0
CA,15,10,0.1,99.9,97.3,92.3,71.1,46.0
CA,15,11,0.1,99.9,97.3,92.3,70.5,44.8
CA,15,12,0.1,99.9,97.3,90.7,69.4,44.8
CA,16,01,0.0,100.0,96.8,86.8,67.6,42.6
CA,16,02,0.2,99.8,94.8,82.9,61.9,38.7
CA,16,03,1.2,98.8,93.6,77.0,57.5,36.2
CA,16,04,3.9,96.1,90.3,74.4,52.2,26.4
CA,16,05,5.1,94.9,87.2,66.1,45.2,21.0
CA,16,06,1.1,98.9,83.7,59.0,42.8,21.0
CA,16,07,0.0,100.0,83.6,59.0,42.8,21.0
CA,16,08,0.0,100.0,83.6,59.0,42.8,21.0
CO,00,01,61.7,38.3,0.0,0.0,0.0,0.0
CO,00,02,81.9,18.1,0.3,0.0,0.0,0.0
CO,00,03,96.4,3.6,0.0,0.0,0.0,0.0
CO,00,04,97.9,2.1,0.0,0.0,0.0,0.0
CO,00,05,99.4,0.6,0.0,0.0,0.0,0.0
CO,00,06,24.5,75.5,2.2,0.4,0.0,0.0
CO,00,07,2.9,97.1,25.1,3.0,0.0,0.0
CO,00,08,18.2,81.8,21.9,2.3,0.0,0.0
CO,00,09,30.9,69.1,11.0,3.2,0.1,0.0
CO,00,10,21.6,78.4,20.1,1.0,0.0,0.0
CO,00,11,67.7,32.3,0.0,0.0,0.0,0.0
CO,00,12,90.6,9.4,0.0,0.0,0.0,0.0
CO,01,01,96.3,3.7,0.0,0.0,0.0,0.0
CO,01,02,99.4,0.6,0.0,0.0,0.0,0.0
CO,01,03,98.0,2.0,0.0,0.0,0.0,0.0
CO,01,04,97.9,2.1,0.0,0.0,0.0,0.0
CO,01,05,99.8,0.2,0.0,0.0,0.0,0.0
CO,01,06,80.3,19.7,0.0,0.0,0.0,0.0
CO,01,07,85.8,14.3,0.4,0.0,0.0,0.0
CO,01,08,93.9,6.1,0.0,0.0,0.0,0.0
CO,01,09,68.8,31.2,0.0,0.0,0.0,0.0
CO,01,10,61.4,38.6,0.5,0.0,0.0,0.0
CO,01,11,47.4,52.6,4.2,0.0,0.0,0.0
CO,01,12,46.9,53.1,7.1,0.0,0.0,0.0
CO,02,01,9.9,90.1,15.4,0.0,0.0,0.0
CO,02,02,0.1,99.9,62.9,0.0,0.0,0.0
CO,02,03,0.0,100.0,80.1,27.8,0.0,0.0
CO,02,04,0.0,100.0,100.0,74.0,20.9,0.0
CO,02,05,0.0,100.0,100.0,100.0,72.5,2.3
CO,02,06,0.0,100.0,100.0,100.0,65.1,11.4
CO,02,07,0.0,100.0,100.0,100.0,82.1,30.1
CO,02,08,0.0,100.0,100.0,100.0,100.0,20.0
CO,02,09,0.0,100.0,100.0,99.8,79.7,30.5
CO,02,10,0.0,100.0,100.0,99.9,76.3,11.0
CO,02,11,0.0,100.0,99.7,99.2,72.5,7.3
CO,02,12,0.0,100.0,99.7,99.1,72.6,7.0
CO,03,01,0.0,100.0,99.7,99.1,73.4,6.6
CO,03,02,0.0,100.0,99.5,99.0,75.5,7.0
CO,03,03,0.0,100.0,99.6,96.3,69.6,6.4
CO,03,04,0.0,100.0,99.6,82.3,54.6,0.7
CO,03,05,0.0,100.0,91.0,70.4,48.8,0.0
CO,03,06,10.1,89.9,70.7,58.8,36.7,0.6
CO,03,07,9.7,90.3,78.4,58.8,34.4,0.8
CO,03,08,0.0,100.0,100.0,64.9,36.9,0.1
CO,03,09,0.0,100.0,83.1,63.1,21.7,0.0
CO,03,10,0.0,100.0,79.2,66.1,17.1,0.0
CO,03,11,0.0,100.0,77.0,58.3,18.2,0.0
CO,03,12,0.0,100.0,79.4,62.6,18.2,0.0
CO,04,01,0.0,100.0,74.0,52.2,28.6,0.0
CO,04,02,0.0,100.0,79.0,54.4,28.7,0.0
CO,04,03,0.0,100.0,83.2,57.8,26.6,0.0
CO,04,04,0.0,100.0,92.6,54.9,22.2,0.0
CO,04,05,0.0,100.0,93.8,48.8,12.3,0.0
CO,04,06,0.0,100.0,92.1,52.8,9.2,0.0
CO,04,07,0.1,99.9,79.2,39.1,1.4,0.0
CO,04,08,8.0,92.0,65.7,20.5,4.7,0.0
CO,04,09,17.4,82.6,55.8,15.9,5.2,0.0
CO,04,10,22.1,77.9,53.1,15.9,5.3,0.0
CO,04,11,22.9,77.1,49.1,13.1,4.0,0.0
CO,04,12,24.0,76.0,39.4,8.4,0.0,0.0
CO,05,01,24.0,76.0,32.7,8.6,0.0,0.0
CO,05,02,24.4,75.6,22.9,7.4,0.0,0.0
CO,05,03,22.9,77.1,20.4,6.3,0.0,0.0
CO,05,04,47.5,52.5,15.4,2.8,0.0,0.0
CO,05,05,65.9,34.1,11.5,1.3,0.0,0.0
CO,05,06,73.4,26.6,10.8,1.2,0.0,0.0
CO,05,07,64.3,35.7,7.7,1.2,0.0,0.0
CO,05,08,42.9,57.1,7.9,1.1,0.0,0.0
CO,05,09,51.1,48.9,8.0,1.0,0.0,0.0
CO,05,10,64.1,35.9,6.2,0.3,0.0,0.0
CO,05,11,69.8,30.2,5.8,0.0,0.0,0.0
CO,05,12,69.6,30.4,5.8,0.0,0.0,0.0
CO,06,01,50.6,49.4,16.3,0.0,0.0,0.0
CO,06,02,29.3,70.7,25.2,0.0,0.0,0.0
CO,06,03,33.9,66.1,28.2,5.1,0.0,0.0
CO,06,04,27.2,72.8,50.9,12.7,0.0,0.0
CO,06,05,19.0,81.0,58.1,30.6,3.6,0.0
CO,06,06,0.0,100.0,79.9,62.1,20.6,0.0
CO,06,07,0.0,100.0,92.3,41.5,8.9,0.0
CO,06,08,0.0,100.0,85.2,33.4,4.7,0.0
CO,06,09,0.0,100.0,62.1,15.8,2.1,0.0
CO,06,10,24.2,75.8,31.1,8.3,0.0,0.0
CO,06,11,46.1,53.9,21.9,7.0,0.0,0.0
CO,06,12,47.5,52.5,20.9,5.8,0.0,0.0
CO,07,01,68.1,31.9,13.0,2.3,0.0,0.0
CO,07,02,75.2,24.8,10.6,1.8,0.0,0.0
CO,07,03,66.4,33.6,11.3,0.7,0.0,0.0
CO,07,04,56.2,43.8,22.1,1.3,0.0,0.0
CO,07,05,67.0,33.0,18.2,1.8,0.0,0.0
CO,07,06,67.9,32.1,17.7,2.0,0.0,0.0
CO,07,07,56.3,43.7,18.9,2.1,0.0,0.0
CO,07,08,57.4,42.6,12.9,0.6,0.0,0.0
CO,07,09,57.1,42.9,7.7,0.3,0.0,0.0
