state,year,month,nothing,D0,D1,D2,D3,D4
ID,11,03,100.0,0.0,0.0,0.0,0.0,0.0
ID,11,04,100.0,0.0,0.0,0.0,0.0,0.0
ID,11,05,100.0,0.0,0.0,0.0,0.0,0.0
ID,11,06,100.0,0.0,0.0,0.0,0.0,0.0
ID,11,07,100.0,0.0,0.0,0.0,0.0,0.0
ID,11,08,100.0,0.0,0.0,0.0,0.0,0.0
ID,11,09,96.6,3.4,0.0,0.0,0.0,0.0
ID,11,10,95.4,4.6,0.0,0.0,0.0,0.0
ID,11,11,98.7,1.3,0.0,0.0,0.0,0.0
ID,11,12,86.9,13.1,0.0,0.0,0.0,0.0
ID,12,01,46.9,53.1,0.0,0.0,0.0,0.0
ID,12,02,46.0,54.0,0.6,0.0,0.0,0.0
ID,12,03,70.1,29.9,1.2,0.0,0.0,0.0
ID,12,04,94.7,5.3,0.0,0.0,0.0,0.0
ID,12,05,89.0,11.0,0.0,0.0,0.0,0.0
ID,12,06,78.2,21.8,0.3,0.0,0.0,0.0
ID,12,07,41.7,58.3,8.8,0.2,0.0,0.0
ID,12,08,23.9,76.1,41.0,0.5,0.0,0.0
ID,12,09,15.7,84.3,66.3,1.3,0.0,0.0
ID,12,10,17.8,82.2,65.8,0.9,0.0,0.0
ID,12,11,26.2,73.8,58.6,0.6,0.0,0.0
ID,12,12,43.6,56.4,48.1,0.5,0.0,0.0
ID,13,01,42.2,57.8,38.9,0.5,0.0,0.0
ID,13,02,47.4,52.6,31.0,0.1,0.0,0.0
ID,13,03,49.5,50.5,22.6,0.0,0.0,0.0
ID,13,04,47.8,52.2,22.6,0.0,0.0,0.0
ID,13,05,18.9,81.1,22.4,0.1,0.0,0.0
ID,13,06,7.0,93.0,75.0,13.3,0.0,0.0
ID,13,07,3.6,96.4,89.0,32.9,0.0,0.0
ID,13,08,2.4,97.6,94.4,61.6,9.7,0.0
ID,13,09,2.4,97.6,94.6,61.2,9.4,0.0
ID,13,10,19.7,80.3,71.5,42.2,5.1,0.0
ID,13,11,21.7,78.3,70.1,41.9,5.1,0.0
ID,13,12,21.7,78.3,70.1,43.2,5.6,0.0
ID,14,01,0.1,99.9,71.6,46.4,13.8,0.0
ID,14,02,8.7,91.3,63.2,39.0,7.2,0.0
ID,14,03,36.5,63.5,44.4,29.8,1.6,0.0
ID,14,04,45.4,54.6,40.4,28.0,1.7,0.0
ID,14,05,48.2,51.8,38.5,27.2,1.7,0.0
ID,14,06,39.8,60.2,40.6,28.1,1.7,0.0
ID,14,07,29.1,70.9,41.3,28.5,1.9,0.0
ID,14,08,15.9,84.1,45.7,28.9,2.1,0.0
ID,14,09,15.1,84.9,48.9,25.9,3.0,0.0
ID,14,10,17.9,82.1,47.8,21.6,3.5,0.0
ID,14,11,21.3,78.7,44.1,19.8,3.5,0.0
ID,14,12,22.5,77.5,43.2,19.1,3.5,0.0
ID,15,01,33.7,66.3,37.0,18.5,3.4,0.0
ID,15,02,39.5,60.5,34.6,18.4,2.8,0.0
ID,15,03,33.3,66.7,36.7,15.4,2.4,0.0
ID,15,04,27.4,72.6,42.7,18.7,4.0,0.0
ID,15,05,0.0,100.0,63.6,24.1,8.7,0.0
ID,15,06,0.0,100.0,74.4,32.7,7.5,0.0
ID,15,07,0.0,100.0,85.2,52.2,10.8,0.0
ID,15,08,0.0,100.0,88.0,48.9,26.8,0.0
ID,15,09,0.0,100.0,89.4,47.9,29.3,0.0
ID,15,10,8.5,91.5,82.1,47.3,28.5,0.0
ID,15,11,8.6,91.4,71.1,43.7,11.5,0.0
ID,15,12,9.9,90.1,66.1,31.4,3.9,0.0
ID,16,01,11.1,88.9,61.8,3.7,0.0,0.0
ID,16,02,11.3,88.7,54.2,3.9,0.0,0.0
ID,16,03,42.1,57.9,15.7,0.8,0.0,0.0
ID,16,04,92.0,8.0,0.0,0.0,0.0,0.0
ID,16,05,92.3,7.7,0.0,0.0,0.0,0.0
ID,16,06,76.7,23.3,0.2,0.0,0.0,0.0
ID,16,07,40.9,59.1,0.3,0.0,0.0,0.0
ID,16,08,29.2,70.8,2.4,0.0,0.0,0.0
IL,00,01,0.0,100.0,78.7,0.0,0.0,0.0
IL,00,02,3.0,97.0,82.8,3.5,0.0,0.0
IL,00,03,9.5,90.5,73.1,22.8,0.0,0.0
IL,00,04,4.9,95.1,83.3,44.8,0.0,0.0
IL,00,05,10.1,89.9,64.1,31.6,0.0,0.0
IL,00,06,51.3,48.7,20.2,10.8,0.0,0.0
IL,00,07,98.6,1.4,0.0,0.0,0.0,0.0
IL,00,08,99.9,0.1,0.0,0.0,0.0,0.0
IL,00,09,90.3,9.7,0.0,0.0,0.0,0.0
IL,00,10,95.4,4.6,0.0,0.0,0.0,0.0
IL,00,11,97.5,2.5,0.0,0.0,0.0,0.0
IL,00,12,98.0,2.0,0.0,0.0,0.0,0.0
IL,01,01,87.3,12.7,0.2,0.0,0.0,0.0
IL,01,02,97.3,2.7,0.0,0.0,0.0,0.0
IL,01,03,94.1,5.8,0.0,0.0,0.0,0.0
IL,01,04,86.9,13.1,1.3,0.0,0.0,0.0
IL,01,05,55.6,44.4,25.2,9.4,0.0,0.0
IL,01,06,80.8,19.2,7.4,1.0,0.0,0.0
IL,01,07,64.2,35.8,4.6,0.7,0.0,0.0
IL,01,08,61.2,38.8,7.8,0.0,0.0,0.0
IL,01,09,78.1,21.9,0.0,0.0,0.0,0.0
IL,01,10,100.0,0.0,0.0,0.0,0.0,0.0
IL,01,11,100.0,0.0,0.0,0.0,0.0,0.0
IL,01,12,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,01,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,04,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,06,100.0,0.0,0.0,0.0,0.0,0.0
IL,02,07,65.8,34.2,4.2,0.0,0.0,0.0
IL,02,08,51.0,49.0,19.8,0.0,0.0,0.0
IL,02,09,73.0,27.0,15.0,3.3,0.0,0.0
IL,02,10,72.3,27.7,1.9,0.0,0.0,0.0
IL,02,11,70.3,29.7,0.2,0.0,0.0,0.0
IL,02,12,34.2,65.8,34.9,0.3,0.0,0.0
IL,03,01,30.4,69.6,47.2,11.1,0.0,0.0
IL,03,02,31.4,68.6,52.3,26.7,0.0,0.0
IL,03,03,39.9,60.1,48.9,36.0,0.0,0.0
IL,03,04,23.3,76.7,43.5,19.5,0.0,0.0
IL,03,05,87.4,12.6,3.3,0.0,0.0,0.0
IL,03,06,83.1,16.9,5.0,0.0,0.0,0.0
IL,03,07,88.5,11.5,0.5,0.0,0.0,0.0
IL,03,08,60.3,39.7,7.4,0.0,0.0,0.0
IL,03,09,70.7,29.3,17.1,1.1,0.0,0.0
IL,03,10,72.9,27.1,16.0,0.2,0.0,0.0
IL,03,11,81.5,18.5,11.9,0.0,0.0,0.0
IL,03,12,87.4,12.6,4.1,0.0,0.0,0.0
IL,04,01,95.3,4.7,0.0,0.0,0.0,0.0
IL,04,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,04,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,04,04,87.0,13.0,0.0,0.0,0.0,0.0
IL,04,05,87.1,12.9,0.0,0.0,0.0,0.0
IL,04,06,100.0,0.0,0.0,0.0,0.0,0.0
IL,04,07,100.0,0.0,0.0,0.0,0.0,0.0
IL,04,08,95.7,4.3,0.0,0.0,0.0,0.0
IL,04,09,95.0,5.0,0.0,0.0,0.0,0.0
IL,04,10,65.5,34.5,0.0,0.0,0.0,0.0
IL,04,11,95.6,4.4,0.0,0.0,0.0,0.0
IL,04,12,100.0,0.0,0.0,0.0,0.0,0.0
IL,05,01,100.0,0.0,0.0,0.0,0.0,0.0
IL,05,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,05,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,05,04,96.7,3.3,0.0,0.0,0.0,0.0
IL,05,05,25.1,74.9,12.3,0.0,0.0,0.0
IL,05,06,3.8,96.2,71.8,14.2,0.0,0.0
IL,05,07,0.0,100.0,91.6,56.3,36.9,0.0
IL,05,08,10.7,89.3,68.3,51.1,33.9,0.0
IL,05,09,19.0,81.0,64.4,47.0,29.5,0.0
IL,05,10,31.3,68.7,54.2,33.7,22.4,0.0
IL,05,11,30.9,69.1,55.1,36.7,22.8,0.0
IL,05,12,34.2,65.8,53.5,36.7,22.3,0.0
IL,06,01,33.6,66.4,54.2,33.7,17.8,0.0
IL,06,02,29.6,70.4,54.7,32.6,0.0,0.0
IL,06,03,27.9,72.1,57.6,40.4,0.0,0.0
IL,06,04,40.5,59.5,28.5,4.2,0.0,0.0
IL,06,05,79.1,20.9,2.0,0.0,0.0,0.0
IL,06,06,78.9,21.1,2.5,0.0,0.0,0.0
IL,06,07,68.9,31.1,4.3,0.0,0.0,0.0
IL,06,08,70.3,29.7,8.8,0.0,0.0,0.0
IL,06,09,71.1,28.9,7.9,0.0,0.0,0.0
IL,06,10,63.0,37.0,12.1,0.0,0.0,0.0
IL,06,11,76.3,23.7,9.9,0.0,0.0,0.0
IL,06,12,95.9,4.1,0.1,0.0,0.0,0.0
IL,07,01,96.0,4.0,0.1,0.0,0.0,0.0
IL,07,02,98.2,1.8,0.0,0.0,0.0,0.0
IL,07,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,07,04,100.0,0.0,0.0,0.0,0.0,0.0
IL,07,05,99.0,1.0,0.0,0.0,0.0,0.0
IL,07,06,57.9,42.1,2.8,0.0,0.0,0.0
IL,07,07,87.1,12.9,0.1,0.0,0.0,0.0
IL,07,08,45.8,54.2,27.8,4.7,0.1,0.0
IL,07,09,39.3,60.7,46.7,16.3,0.5,0.0
IL,07,10,40.4,59.6,43.8,11.8,0.3,0.0
IL,07,11,53.7,46.3,27.5,0.0,0.0,0.0
IL,07,12,70.7,29.3,11.8,0.0,0.0,0.0
IL,08,01,84.4,15.6,1.3,0.0,0.0,0.0
IL,08,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,04,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,06,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,07,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,08,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,09,99.8,0.2,0.0,0.0,0.0,0.0
IL,08,10,99.8,0.2,0.0,0.0,0.0,0.0
IL,08,11,100.0,0.0,0.0,0.0,0.0,0.0
IL,08,12,96.1,3.9,0.0,0.0,0.0,0.0
IL,09,01,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,04,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,06,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,07,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,08,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,09,99.5,0.5,0.0,0.0,0.0,0.0
IL,09,10,99.7,0.3,0.0,0.0,0.0,0.0
IL,09,11,100.0,0.0,0.0,0.0,0.0,0.0
IL,09,12,100.0,0.0,0.0,0.0,0.0,0.0
IL,10,01,100.0,0.0,0.0,0.0,0.0,0.0
IL,10,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,10,03,99.8,0.2,0.0,0.0,0.0,0.0
IL,10,04,100.0,0.0,0.0,0.0,0.0,0.0
IL,10,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,10,06,99.9,0.1,0.0,0.0,0.0,0.0
IL,10,07,97.3,2.7,0.0,0.0,0.0,0.0
IL,10,08,86.7,13.3,1.7,0.0,0.0,0.0
IL,10,09,87.5,12.5,2.8,0.0,0.0,0.0
IL,10,10,59.1,40.9,10.5,0.6,0.0,0.0
IL,10,11,54.9,45.1,14.8,1.3,0.0,0.0
IL,10,12,77.9,22.1,0.3,0.0,0.0,0.0
IL,11,01,85.8,14.2,0.0,0.0,0.0,0.0
IL,11,02,79.2,20.8,0.1,0.0,0.0,0.0
IL,11,03,100.0,0.0,0.0,0.0,0.0,0.0
IL,11,04,100.0,0.0,0.0,0.0,0.0,0.0
IL,11,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,11,06,100.0,0.0,0.0,0.0,0.0,0.0
IL,11,07,92.9,7.1,0.0,0.0,0.0,0.0
IL,11,08,29.9,70.1,28.3,4.3,0.0,0.0
IL,11,09,27.0,73.0,43.0,22.8,0.0,0.0
IL,11,10,64.0,36.0,24.1,12.0,0.0,0.0
IL,11,11,84.2,15.8,7.9,1.9,0.0,0.0
IL,11,12,100.0,0.0,0.0,0.0,0.0,0.0
IL,12,01,100.0,0.0,0.0,0.0,0.0,0.0
IL,12,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,12,03,92.5,7.5,0.0,0.0,0.0,0.0
IL,12,04,64.7,35.3,4.1,0.0,0.0,0.0
IL,12,05,63.4,36.6,6.0,0.8,0.0,0.0
IL,12,06,3.5,96.5,51.7,18.0,4.0,0.0
IL,12,07,0.0,100.0,98.4,78.1,33.3,3.5
IL,12,08,0.0,100.0,99.7,94.0,76.8,8.1
IL,12,09,0.0,100.0,90.8,46.1,6.7,0.0
IL,12,10,8.1,92.0,59.0,26.7,4.8,0.0
IL,12,11,20.5,79.5,35.6,12.3,0.0,0.0
IL,12,12,22.3,77.7,40.5,10.8,0.0,0.0
IL,13,01,27.9,72.1,37.9,8.9,0.0,0.0
IL,13,02,61.9,38.1,16.7,0.0,0.0,0.0
IL,13,03,78.5,21.5,6.1,0.0,0.0,0.0
IL,13,04,96.8,3.2,0.0,0.0,0.0,0.0
IL,13,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,13,06,100.0,0.0,0.0,0.0,0.0,0.0
IL,13,07,95.9,4.1,0.0,0.0,0.0,0.0
IL,13,08,53.5,46.5,5.2,0.0,0.0,0.0
IL,13,09,26.6,73.4,40.2,7.6,0.0,0.0
IL,13,10,14.4,85.6,40.5,16.1,0.0,0.0
IL,13,11,28.5,71.5,27.7,4.4,0.0,0.0
IL,13,12,38.6,61.4,23.4,2.9,0.0,0.0
IL,14,01,49.8,50.2,22.1,2.1,0.0,0.0
IL,14,02,53.2,46.8,18.9,1.6,0.0,0.0
IL,14,03,68.0,32.0,5.9,0.0,0.0,0.0
IL,14,04,85.1,14.9,0.6,0.0,0.0,0.0
IL,14,05,94.5,5.5,0.0,0.0,0.0,0.0
IL,14,06,94.2,5.8,0.3,0.0,0.0,0.0
IL,14,07,99.9,0.1,0.0,0.0,0.0,0.0
IL,14,08,97.8,2.2,0.1,0.0,0.0,0.0
IL,14,09,99.4,0.6,0.0,0.0,0.0,0.0
IL,14,10,100.0,0.0,0.0,0.0,0.0,0.0
IL,14,11,100.0,0.0,0.0,0.0,0.0,0.0
IL,14,12,99.9,0.1,0.0,0.0,0.0,0.0
IL,15,01,88.9,11.1,0.0,0.0,0.0,0.0
IL,15,02,97.2,2.8,0.0,0.0,0.0,0.0
IL,15,03,94.1,5.9,0.0,0.0,0.0,0.0
IL,15,04,78.9,21.1,0.0,0.0,0.0,0.0
IL,15,05,90.4,9.6,0.0,0.0,0.0,0.0
IL,15,06,98.6,1.4,0.0,0.0,0.0,0.0
IL,15,07,100.0,0.0,0.0,0.0,0.0,0.0
IL,15,08,99.7,0.3,0.0,0.0,0.0,0.0
IL,15,09,95.1,4.9,0.0,0.0,0.0,0.0
IL,15,10,63.3,36.7,10.8,0.0,0.0,0.0
IL,15,11,62.9,37.1,11.9,0.0,0.0,0.0
IL,15,12,98.8,1.2,0.0,0.0,0.0,0.0
IL,16,01,100.0,0.0,0.0,0.0,0.0,0.0
IL,16,02,100.0,0.0,0.0,0.0,0.0,0.0
IL,16,03,99.6,0.4,0.0,0.0,0.0,0.0
IL,16,04,93.3,6.7,0.0,0.0,0.0,0.0
IL,16,05,100.0,0.0,0.0,0.0,0.0,0.0
IL,16,06,76.1,23.9,1.3,0.0,0.0,0.0
IL,16,07,84.3,15.7,1.5,0.0,0.0,0.0
IL,16,08,98.6,1.4,0.0,0.0,0.0,0.0
IN,00,01,0.0,100.0,85.3,48.6,0.0,0.0
IN,00,02,9.8,90.2,70.7,40.7,0.0,0.0
IN,00,03,28.0,72.0,62.4,35.4,0.0,0.0
IN,00,04,28.6,71.4,63.0,38.1,0.0,0.0
IN,00,05,34.9,65.1,42.8,14.5,0.0,0.0
IN,00,06,65.9,34.1,6.0,0.0,0.0,0.0
IN,00,07,99.1,0.9,0.0,0.0,0.0,0.0
IN,00,08,100.0,0.0,0.0,0.0,0.0,0.0
IN,00,09,100.0,0.0,0.0,0.0,0.0,0.0
IN,00,10,100.0,0.0,0.0,0.0,0.0,0.0
IN,00,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,00,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,01,01,94.6,5.4,0.0,0.0,0.0,0.0
IN,01,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,01,03,88.7,11.3,0.0,0.0,0.0,0.0
IN,01,04,49.0,51.0,7.7,0.0,0.0,0.0
IN,01,05,20.0,80.0,52.0,17.2,0.0,0.0
IN,01,06,69.3,30.7,12.2,0.0,0.0,0.0
IN,01,07,87.6,12.4,2.4,0.0,0.0,0.0
IN,01,08,96.7,3.3,0.0,0.0,0.0,0.0
IN,01,09,99.9,0.1,0.0,0.0,0.0,0.0
IN,01,10,100.0,0.0,0.0,0.0,0.0,0.0
IN,01,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,01,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,04,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,02,07,56.2,43.8,8.5,0.0,0.0,0.0
IN,02,08,16.5,83.5,29.9,0.0,0.0,0.0
IN,02,09,27.4,72.6,38.0,15.3,0.0,0.0
IN,02,10,37.2,62.8,16.2,0.0,0.0,0.0
IN,02,11,63.6,36.4,22.9,0.0,0.0,0.0
IN,02,12,56.7,43.3,25.0,8.1,0.0,0.0
IN,03,01,60.5,39.5,25.6,13.1,0.0,0.0
IN,03,02,55.1,44.9,29.1,14.2,0.0,0.0
IN,03,03,60.8,39.2,28.5,16.1,0.0,0.0
IN,03,04,48.3,51.7,30.6,8.7,0.0,0.0
IN,03,05,88.0,12.0,4.5,0.0,0.0,0.0
IN,03,06,90.0,10.0,1.0,0.0,0.0,0.0
IN,03,07,92.9,7.1,1.1,0.0,0.0,0.0
IN,03,08,93.6,6.4,0.0,0.0,0.0,0.0
IN,03,09,98.7,1.3,0.0,0.0,0.0,0.0
IN,03,10,100.0,0.1,0.0,0.0,0.0,0.0
IN,03,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,03,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,04,56.2,43.8,4.4,0.0,0.0,0.0
IN,04,05,69.0,31.0,7.0,0.0,0.0,0.0
IN,04,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,07,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,08,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,09,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,10,72.3,27.7,0.0,0.0,0.0,0.0
IN,04,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,04,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,05,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,05,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,05,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,05,04,91.1,8.9,0.0,0.0,0.0,0.0
IN,05,05,66.5,33.5,5.3,0.0,0.0,0.0
IN,05,06,30.4,69.6,23.7,0.4,0.0,0.0
IN,05,07,15.6,84.4,32.5,13.8,0.0,0.0
IN,05,08,73.3,26.7,5.8,0.9,0.0,0.0
IN,05,09,63.0,37.0,18.1,1.9,0.0,0.0
IN,05,10,68.1,31.9,5.1,0.0,0.0,0.0
IN,05,11,72.1,27.9,7.5,0.0,0.0,0.0
IN,05,12,80.4,19.6,6.8,0.0,0.0,0.0
IN,06,01,78.0,22.0,10.9,2.0,0.0,0.0
IN,06,02,84.5,15.5,7.3,1.4,0.0,0.0
IN,06,03,79.5,20.5,1.6,0.1,0.0,0.0
IN,06,04,96.3,3.7,0.1,0.0,0.0,0.0
IN,06,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,06,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,06,07,97.8,2.2,0.0,0.0,0.0,0.0
IN,06,08,100.0,0.0,0.0,0.0,0.0,0.0
IN,06,09,100.0,0.0,0.0,0.0,0.0,0.0
IN,06,10,100.0,0.0,0.0,0.0,0.0,0.0
IN,06,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,06,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,07,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,07,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,07,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,07,04,100.0,0.0,0.0,0.0,0.0,0.0
IN,07,05,98.7,1.3,0.0,0.0,0.0,0.0
IN,07,06,16.2,83.8,31.8,0.5,0.0,0.0
IN,07,07,19.2,80.8,34.3,5.1,0.0,0.0
IN,07,08,23.8,76.2,56.4,31.9,0.0,0.0
IN,07,09,41.9,58.1,45.1,37.6,14.6,0.0
IN,07,10,57.3,42.7,31.5,23.1,6.5,0.0
IN,07,11,71.7,28.3,0.0,0.0,0.0,0.0
IN,07,12,95.3,4.7,0.0,0.0,0.0,0.0
IN,08,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,04,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,07,100.0,0.0,0.0,0.0,0.0,0.0
IN,08,08,93.3,6.7,0.0,0.0,0.0,0.0
IN,08,09,71.1,28.9,2.8,0.0,0.0,0.0
IN,08,10,53.8,46.2,1.7,0.0,0.0,0.0
IN,08,11,78.8,21.2,0.3,0.0,0.0,0.0
IN,08,12,76.5,23.5,0.1,0.0,0.0,0.0
IN,09,01,99.6,0.4,0.0,0.0,0.0,0.0
IN,09,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,04,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,07,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,08,96.3,3.7,0.0,0.0,0.0,0.0
IN,09,09,82.4,17.6,1.5,0.0,0.0,0.0
IN,09,10,89.4,10.6,0.0,0.0,0.0,0.0
IN,09,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,09,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,10,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,10,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,10,03,90.9,9.1,0.0,0.0,0.0,0.0
IN,10,04,99.4,0.6,0.0,0.0,0.0,0.0
IN,10,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,10,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,10,07,100.0,0.0,0.0,0.0,0.0,0.0
IN,10,08,76.4,23.6,0.0,0.0,0.0,0.0
IN,10,09,34.0,66.0,29.0,9.3,0.0,0.0
IN,10,10,5.4,94.6,58.7,30.5,3.1,0.0
IN,10,11,1.5,98.5,82.5,41.4,11.5,0.0
IN,10,12,7.0,93.0,14.9,0.1,0.0,0.0
IN,11,01,7.5,92.5,13.6,0.0,0.0,0.0
IN,11,02,13.4,86.6,12.9,0.0,0.0,0.0
IN,11,03,61.6,38.4,2.3,0.0,0.0,0.0
IN,11,04,74.9,25.1,0.0,0.0,0.0,0.0
IN,11,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,11,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,11,07,87.1,12.9,0.0,0.0,0.0,0.0
IN,11,08,22.1,77.9,25.9,0.6,0.0,0.0
IN,11,09,26.5,73.5,36.0,5.6,0.0,0.0
IN,11,10,94.3,5.7,0.9,0.0,0.0,0.0
IN,11,11,100.0,0.0,0.0,0.0,0.0,0.0
IN,11,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,12,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,12,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,12,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,12,04,86.7,13.3,0.0,0.0,0.0,0.0
IN,12,05,67.3,32.7,3.3,0.0,0.0,0.0
IN,12,06,15.5,84.5,55.8,27.9,7.2,0.0
IN,12,07,0.0,100.0,97.4,81.6,44.7,8.8
IN,12,08,0.0,100.0,98.3,79.2,47.8,15.8
IN,12,09,0.0,100.0,88.2,33.1,0.0,0.0
IN,12,10,19.5,80.5,31.5,2.9,0.0,0.0
IN,12,11,54.8,45.2,8.8,0.0,0.0,0.0
IN,12,12,56.6,43.4,16.0,0.0,0.0,0.0
IN,13,01,67.9,32.1,11.8,0.0,0.0,0.0
IN,13,02,88.2,11.8,0.0,0.0,0.0,0.0
IN,13,03,96.2,3.8,0.0,0.0,0.0,0.0
IN,13,04,98.4,1.6,0.0,0.0,0.0,0.0
IN,13,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,13,06,100.0,0.0,0.0,0.0,0.0,0.0
IN,13,07,97.7,2.3,0.0,0.0,0.0,0.0
IN,13,08,79.7,20.3,0.0,0.0,0.0,0.0
IN,13,09,45.1,54.9,6.3,0.0,0.0,0.0
IN,13,10,51.8,48.2,0.6,0.0,0.0,0.0
IN,13,11,67.9,32.1,0.0,0.0,0.0,0.0
IN,13,12,80.9,19.1,0.0,0.0,0.0,0.0
IN,14,01,100.0,0.0,0.0,0.0,0.0,0.0
IN,14,02,100.0,0.0,0.0,0.0,0.0,0.0
IN,14,03,100.0,0.0,0.0,0.0,0.0,0.0
IN,14,04,100.0,0.0,0.0,0.0,0.0,0.0
IN,14,05,100.0,0.0,0.0,0.0,0.0,0.0
IN,14,06,98.8,1.2,0.0,0.0,0.0,0.0
IN,14,07,95.6,4.4,0.0,0.0,0.0,0.0
IN,14,08,86.3,13.7,0.0,0.0,0.0,0.0
IN,14,09,96.4,3.6,0.0,0.0,0.0,0.0
IN,14,10,97.2,2.8,0.0,0.0,0.0,0.0
IN,14,11,99.2,0.8,0.0,0.0,0.0,0.0
IN,14,12,100.0,0.0,0.0,0.0,0.0,0.0
IN,15,01,98.5,1.5,0.0,0.0,0.0,0.0
IN,15,02,96.5,3.5,0.4,0.0,0.0,0.0
IN,15,03,99.0,1.0,0.0,0.0,0.0,0.0
IN,15,04,78.4,21.6,0.0,0.0,0.0,0.0
